title,publish_date,media_name,url,cluster,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name,topics
What to Know About Trump’s Executive Order Barring Transgender Athletes From Women’s Sports,2/5/25,nytimes.com,https://www.nytimes.com/2025/02/05/us/politics/trump-trans-athletes-executive-order.html,131,3,3,2025,2,5,1862,Trump Trans Sports Ban,Trump Trans Sports Ban,"federalPolicy, sports"
There's going to be a price': A growing number of medical professionals admit puberty blockers for kids may be irreversible and cause long-term harm,11/14/22,theblaze.com,https://www.theblaze.com/news/there-s-going-to-be-a-price-a-growing-number-of-medical-professionals-admit-puberty-blockers-for-kids-may-be-irreversible-and-cause-long-term-harm,98,2,2,2022,11,14,1048,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
A Step Toward Sanity: UK Bans Puberty Blockers for Trans Kids,12/11/24,pjmedia.com,https://pjmedia.com/sarah-anderson/2024/12/11/a-step-toward-sanity-uk-bans-puberty-blockers-for-trans-kids-n4935021,98,1,1,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Ban on children’s puberty blockers to be enforced in private sector in England,4/11/24,theguardian.com,https://www.theguardian.com/society/2024/apr/11/ban-on-childrens-puberty-blockers-to-be-enforced-in-private-sector-in-england,98,2,2,2024,4,11,1562,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Britain Bans Puberty Blockers for Transgender Teens,3/17/24,realclearpolitics.com,https://www.realclearpolitics.com/2024/03/17/britain_bans_puberty_blockers_for_transgender_teens_619944.html,98,1,1,2024,3,17,1537,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Trump lashes out at Goodyear about its policy on MAGA wear,8/19/20,abcnews.go.com,https://abcnews.go.com/Business/wireStory/trump-lashes-goodyear-policy-maga-wear-72472685,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on MAGA wear,8/19/20,seattletimes.com,https://www.seattletimes.com/business/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on MAGA wear,8/19/20,sfgate.com,https://www.sfgate.com/news/article/Trump-lashes-out-at-Goodyear-about-its-policy-on-15495694.php,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on MAGA wear,8/19/20,startribune.com,https://www.startribune.com/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear/572161862/,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on MAGA wear,8/19/20,stltoday.com,https://www.stltoday.com/business/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear/article_bc82186e-d4a3-57c0-89e1-1a209846855a.html,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on `MAGA' wear,8/19/20,augustachronicle.com,https://www.augustachronicle.com/ZZ/news/20200819/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear?rssfeed=true,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on `MAGA' wear,8/19/20,dispatch.com,https://www.dispatch.com/ZZ/news/20200819/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear?rssfeed=true,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on `MAGA' wear,8/19/20,norwichbulletin.com,https://www.norwichbulletin.com/ZZ/news/20200819/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear?rssfeed=true,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on `MAGA' wear,8/19/20,providencejournal.com,https://www.providencejournal.com/ZZ/news/20200819/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear?rssfeed=true,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Trump lashes out at Goodyear about its policy on `MAGA' wear,8/19/20,stltoday.com,https://www.stltoday.com/business/national-and-international/trump-lashes-out-at-goodyear-about-its-policy-on-maga-wear/article_b198883d-9307-5428-87c5-eb3f80073417.html,14,5,5,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
"Trump lashes out at Goodyear, claims it bans MAGA hats, clothing",8/19/20,chicagotribune.com,https://www.chicagotribune.com/business/ct-biz-trump-goodyear-maga-hats-20200819-434cfmcbuffinjuakuspdrlcqq-story.html#ed=rss_www.chicagotribune.com/arcio/rss/category/nation-world/,14,2,2,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
"Trump lashes out at Goodyear, claims it bans MAGA hats, clothing",8/19/20,sun-sentinel.com,https://www.sun-sentinel.com/news/nationworld/ct-biz-trump-goodyear-maga-hats-20200819-434cfmcbuffinjuakuspdrlcqq-story.html#ed=rss_www.sun-sentinel.com/arcio/rss/category/news/nationworld/,14,2,2,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
"Trump lashes out at Goodyear, claims it bans ‘Make America Great Again’ hats, clothing",8/19/20,baltimoresun.com,https://www.baltimoresun.com/news/nation-world/ct-biz-trump-goodyear-maga-hats-20200819-434cfmcbuffinjuakuspdrlcqq-story.html#ed=rss_www.baltimoresun.com/arcio/rss/category/news/nation-world/,14,1,1,2020,8,19,231,Goodyear Boycott,Goodyear Boycott,"publicSpace, freeSpeech"
Britain bans puberty blockers for children,12/12/24,arkansasonline.com,https://www.arkansasonline.com/news/2024/dec/12/britain-bans-puberty-blockers-for-children/,98,3,3,2024,12,12,1807,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Britain indefinitely bans puberty blockers for children with gender dysphoria,12/11/24,abcnews.go.com,https://abcnews.go.com/International/wireStory/britain-indefinitely-bans-puberty-blockers-children-gender-dysphoria-116688514,98,12,12,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Trump news at a glance: anti-Trump protests draw huge crowds across the US,4/6/25,theguardian.com,https://www.theguardian.com/us-news/2025/apr/06/trump-news-at-a-glance-anti-trump-protests-draw-huge-crowds-across-the-us,28,1,1,2025,4,6,1922,Hands Off! Protests,Hands Off! Protests,activism
Trump opponents ready to take to streets with nationwide protests,4/5/25,reuters.com,https://www.reuters.com/world/us/trump-opponents-ready-take-streets-with-nationwide-protests-2025-04-05/,28,1,1,2025,4,5,1921,Hands Off! Protests,Hands Off! Protests,activism
Britain indefinitely bans puberty blockers for children with gender dysphoria,12/11/24,ajc.com,https://www.ajc.com/news/nation-world/britain-indefinitely-bans-puberty-blockers-for-children-with-gender-dysphoria/ZJPREJIWG5DI3JXK26YUWEF2MM/,98,12,12,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Britain indefinitely bans puberty blockers for children with gender dysphoria,12/11/24,inquirer.com,https://www.inquirer.com/wires/ap/britain-indefinitely-bans-puberty-blockers-children-with-gender-dysphoria-20241211.html,98,12,12,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Britain indefinitely bans puberty blockers for children with gender dysphoria,12/11/24,newsday.com,https://www.newsday.com/news/nation/britain-puberty-blockers-banned-indefinitely-i34822,98,12,12,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Britain makes temporary ban on puberty blockers for minors indefinite,12/11/24,upi.com,https://www.upi.com/Top_News/World-News/2024/12/11/bans-puberty-blockers-minors/8101733972283/,98,2,2,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Britain's NHS Will Severely Limit Puberty Blockers for Minors to Research Only,6/10/23,pjmedia.com,https://pjmedia.com/news-and-politics/rick-moran/2023/06/10/britains-nhs-will-severely-limit-puberty-blockers-for-minors-to-research-only-n1702137,98,1,1,2023,6,10,1256,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
British Government Makes Puberty Blocker Ban for Kids Permanent,12/12/24,ncregister.com,https://www.ncregister.com/cna/british-government-makes-puberty-blocker-ban-for-kids-permanent,98,1,1,2024,12,12,1807,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Campaigners mount legal challenge against puberty blockers ban in Britain,6/6/24,theguardian.com,https://www.theguardian.com/society/article/2024/jun/06/legal-challenge-puberty-blockers-ban-britain,98,3,3,2024,6,6,1618,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Children Will No Longer Be Able to Access Puberty Blockers at England Clinics,3/12/24,time.com,https://time.com/6900330/nhs-bans-puberty-blockers-england-clinics/,98,3,3,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
"Trump passport policy targeting transgender people likely unconstitutional, judge rules",4/18/25,reuters.com,https://www.reuters.com/world/us/trump-passport-policy-discriminates-against-transgender-people-judge-rules-2025-04-18/,89,2,2,2025,4,18,1934,Transgender Passport Policy,Transgender Passport Policy,"identity, sports"
"Children to stop getting puberty blockers at gender identity clinics, says NHS England",3/12/24,theguardian.com,https://www.theguardian.com/society/2024/mar/12/children-to-stop-getting-puberty-blockers-at-gender-identity-clinics-says-nhs-england,98,1,1,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
England Bans Child Puberty Blockers,3/12/24,dailycaller.com,https://dailycaller.com/2024/03/12/england-bans-child-puberty-blockers/,98,1,1,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
England's NHS halts puberty blockers for transgender youth amid research efforts,3/13/24,abcnews.go.com,https://abcnews.go.com/Health/england-nhs-halts-puberty-blockers-transgender-youth/story?id=108077330,98,2,2,2024,3,13,1533,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Trump plans sweeping changes for second administration,11/7/24,arkansasonline.com,https://www.arkansasonline.com/news/2024/nov/07/trump-plans-sweeping-changes-for-second/,72,1,1,2024,11,7,1772,Trumps Second Term Plans,Trumps Second Term Plans,federalPolicy
England's National Health Service bans puberty blockers for kids,3/12/24,foxnews.com,https://www.foxnews.com/media/england-national-health-service-bans-puberty-blockers-kids,98,2,2,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
England's top health authority just came out against puberty blockers for children,3/12/24,theblaze.com,https://www.theblaze.com/news/englands-top-health-authority-just-came-out-against-puberty-blockers-for-children,98,2,2,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
England’s Health Service Puts Brakes on Transgender Treatments for Children,11/2/22,ncregister.com,https://www.ncregister.com/cna/england-s-health-service-puts-brakes-on-transgender-treatments-for-children,98,1,1,2022,11,2,1036,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
England’s Health Service to Stop Prescribing Puberty Blockers for Kids,6/12/23,ncregister.com,https://www.ncregister.com/cna/england-s-health-service-to-stop-prescribing-puberty-blockers-for-kids,98,2,2,2023,6,12,1258,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
England’s health service says it won’t give puberty blockers to children at gender clinics,6/11/23,seattletimes.com,https://www.seattletimes.com/seattle-news/health/englands-health-service-says-it-wont-give-puberty-blockers-to-children-at-gender-clinics/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,98,2,2,2023,6,11,1257,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Trump rolls back medical protections for trans people,6/13/20,dailydot.com,https://www.dailydot.com/irl/trump-trans-protections-aca-affordable-care-act/,121,4,4,2020,6,13,164,Transgender Healthcare Protections,Transgender Healthcare Protections,"healthcare, identity"
"Trump says Bud Light should be given a ""second chance"" after Dylan Mulvaney backlash",2/7/24,cbsnews.com,https://www.cbsnews.com/miami/news/trump-bud-light-second-chance-dylan-mulvaney-super-bowl-ad/,54,2,2,2024,2,7,1498,Bud Light Boycott,Bud Light Boycott,"bigotry, cultureWars"
England’s health service won’t give puberty blockers to children at gender clinics,6/11/23,nypost.com,https://nypost.com/2023/06/11/englands-nhs-wont-give-puberty-blockers-to-children-at-gender-clinics/,98,2,2,2023,6,11,1257,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Experts: England's Ban on Child Puberty Blockers Will 'Save Lives',3/13/24,dailysignal.com,https://www.dailysignal.com/2024/03/13/england-banning-puberty-blockers-kids-will-save-lives-experts-predict/,98,2,2,2024,3,13,1533,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Game-Changer: United Kingdom Stops Routine Prescribing of Puberty Blockers to Kids,6/9/23,redstate.com,https://redstate.com/jeffc/2023/06/09/game-changer-united-kingdom-stops-routine-prescribing-of-puberty-blockers-to-kids-n758813,98,1,1,2023,6,9,1255,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
High court bid to stop NHS giving puberty blockers to children,1/22/20,theguardian.com,https://www.theguardian.com/uk-news/2020/jan/22/high-court-stop-nhs-giving-puberty-blockers-children,98,1,1,2020,1,22,21,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Leftist UK Gov't to Continue Ban on Puberty Blockers for Children,7/16/24,breitbart.com,https://www.breitbart.com/europe/2024/07/16/new-leftist-uk-govt-to-continue-ban-on-puberty-blockers-for-children/,98,2,2,2024,7,16,1658,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Major Review Finds There Is ‘Weak Evidence’ Supporting Puberty Blockers For Kids,4/10/24,dailycaller.com,https://dailycaller.com/2024/04/10/major-review-finds-little-evidence-support-puberty-blockers-kids/,98,2,2,2024,4,10,1561,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
NHS England: Children Will No Longer Receive Puberty Blockers Unless In Clinical Trials,3/12/24,oann.com,https://www.oann.com/newsroom/nhs-england-children-will-no-longer-receive-puberty-blockers-unless-in-clinical-trials/,98,1,1,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
New Brit Government to Permanently Ban Puberty Blockers,7/13/24,hotair.com,https://hotair.com/jazz-shaw/2024/07/13/new-brit-government-to-permanently-ban-puberty-blockers-n3791740,98,1,1,2024,7,13,1655,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Puberty blockers to be banned indefinitely for under-18s across UK,12/11/24,theguardian.com,https://www.theguardian.com/society/2024/dec/11/puberty-blockers-to-be-banned-indefinitely-for-under-18s-across-uk,98,3,3,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Scottish Gender Clinic Stops Prescribing Puberty Blockers For Minors,4/18/24,dailycaller.com,https://dailycaller.com/2024/04/18/scottish-clinic-halts-cross-sex-hormones-minors-major-review/,98,1,1,2024,4,18,1569,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
Scottish gender clinic pauses prescribing puberty blockers to under-18s,4/18/24,theguardian.com,https://www.theguardian.com/society/2024/apr/18/scottish-gender-clinic-pauses-prescribing-puberty-blockers-to-under-18s,98,2,2,2024,4,18,1569,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
U.K. indefinitely bans puberty blockers for people under 18,12/12/24,cbsnews.com,https://www.cbsnews.com/news/uk-ban-puberty-blockers-transgender-young-people/,98,2,2,2024,12,12,1807,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK Announces Major Decision Regarding Puberty Blockers for Minors,12/12/24,townhall.com,https://townhall.com/tipsheet/madelineleesman/2024/12/12/puberty-blockers-n2648949,98,2,2,2024,12,12,1807,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK Announces Temporary Ban on Puberty Blockers,5/29/24,hotair.com,https://hotair.com/john-s-2/2024/05/29/uk-announces-temporary-ban-on-puberty-blockers-n3789301,98,2,2,2024,5,29,1610,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK Ban on Puberty Blocking Drugs for Children Ruled Lawful,7/30/24,breitbart.com,https://www.breitbart.com/europe/2024/07/30/uk-ban-on-puberty-blocking-drugs-for-children-ruled-lawful/,98,2,2,2024,7,30,1672,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK Bans Harmful Puberty Blockers for Kids,3/13/24,pjmedia.com,https://pjmedia.com/catherinesalgado/2024/03/13/uk-bans-harmful-puberty-blockers-for-kids-n4927260,98,1,1,2024,3,13,1533,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK Bans Puberty Blockers For Minors,3/12/24,forbes.com,https://www.forbes.com/sites/tylerroush/2024/03/12/uk-bans-puberty-blockers-for-minors/,98,2,2,2024,3,12,1532,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK High Court Upholds Puberty Blockers Ban Due to ‘Substantial Risks’ for Minors,7/29/24,ncregister.com,https://www.ncregister.com/cna/uk-high-court-upholds-puberty-blockers-ban-due-to-substantial-risks-for-minors,98,3,3,2024,7,29,1671,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK's NHS to Stop Routinely Prescribing Puberty Blockers to Children,6/10/23,breitbart.com,https://www.breitbart.com/europe/2023/06/10/uks-health-service-to-stop-routinely-prescribing-puberty-blockers-to-children/,98,1,1,2023,6,10,1256,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
UK: No More Puberty Blockers--They Are Too Dangerous!,12/11/24,hotair.com,https://hotair.com/david-strom/2024/12/11/uk-no-more-puberty-blockers-they-are-too-dangerous-n3797787,98,2,2,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
‘Unacceptable Safety Risk’: UK Bans Puberty Blockers For Minors,12/11/24,dailycaller.com,https://dailycaller.com/2024/12/11/uk-bans-puberty-blockers-minors/,98,1,1,2024,12,11,1806,UK Puberty Blocker Ban,UK Puberty Blocker Ban,"internationalPolicy, healthcare, children"
How UK court definition of ‘woman’ could affect sex-based rights,4/16/25,theguardian.com,https://www.theguardian.com/society/2025/apr/16/how-uk-court-definition-of-woman-could-affect-sex-based-rights,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
"Top UK court says definition of woman based on biological sex, excludes transgender people",4/16/25,pbs.org,https://www.pbs.org/newshour/world/top-uk-court-says-definition-of-woman-based-on-biological-sex-excludes-transgender-people,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
"U.K. Supreme Court issues key ruling on definition of ""woman"" under existing equality law",4/16/25,cbsnews.com,https://www.cbsnews.com/sanfrancisco/news/uk-supreme-court-ruling-gender-equalities-law-defines-woman-born-biological-female/,97,1,1,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K. Supreme Court rules for 'biological' definition of woman in British Equality Act,4/16/25,upi.com,https://www.upi.com/Top_News/World-News/2025/04/16/UK-Britian-Supreme-Court-Equality-Act-women-trans/1421744802649/,97,1,1,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K. Supreme Court rules that 2010 equalities law defines a woman as someone born biologically female,4/16/25,cbsnews.com,https://www.cbsnews.com/news/uk-supreme-court-ruling-gender-equalities-law-defines-woman-born-biological-female/,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K. Supreme Court says definition of woman is biological,4/16/25,newsweek.com,https://www.newsweek.com/uk-supreme-court-says-definition-woman-biological-2060317,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K. Supreme Court to rule on landmark challenge over legal definition of a woman,4/16/25,npr.org,https://www.npr.org/2025/04/16/nx-s1-5366370/uk-supreme-court-woman-definition-transgender,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K. high court excludes trans women from legal definition of ‘woman’,4/16/25,msnbc.com,https://www.msnbc.com/top-stories/latest/uk-high-court-trans-women-legal-definition-biological-rcna201564,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K.'s highest court rules that the law defines a woman as someone born biologically female,4/16/25,nbcnews.com,https://www.nbcnews.com/news/world/british-court-law-woman-born-biologically-female-lgbtq-transgender-rcna201480,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
U.K.'s top court says definition of a woman is based on biological sex and excludes trans people,4/16/25,latimes.com,https://www.latimes.com/world-nation/story/2025-04-16/uks-top-court-defines-woman-based-on-biological-sex,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court Considers What a Woman is in Trans Legal Challenge,11/26/24,breitbart.com,https://www.breitbart.com/europe/2024/11/26/uk-supreme-court-considers-what-a-woman-is-in-transgender-legislation-legal-challenge/,97,2,2,2024,11,26,1791,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court Rules 'Trans Women' Are Not Legal Biological Women,4/16/25,breitbart.com,https://www.breitbart.com/europe/2025/04/16/uk-supreme-court-rules-trans-women-are-not-legally-biological-women/,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court Says Legal Definition of Women Does Not Include Trans Women,4/16/25,nytimes.com,https://www.nytimes.com/2025/04/16/world/europe/uk-supreme-court-woman-definition-trans.html,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court begins case on definition of 'woman',11/26/24,newsweek.com,https://www.newsweek.com/uk-supreme-court-begins-case-definition-woman-1992021,97,2,2,2024,11,26,1791,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
"UK Supreme Court definition of “woman"" excludes Transgender women",4/17/25,cbsnews.com,https://www.cbsnews.com/chicago/video/uk-supreme-court-definition-of-woman-excludes-transgender-women/,97,1,1,2025,4,17,1933,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court hears landmark legal challenge over how a 'woman' is defined in law,11/26/24,abcnews.go.com,https://abcnews.go.com/International/wireStory/uk-supreme-court-hears-landmark-legal-challenge-woman-116238751,97,8,8,2024,11,26,1791,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court hears landmark legal challenge over how a 'woman' is defined in law,11/26/24,ajc.com,https://www.ajc.com/news/nation-world/uk-supreme-court-hears-landmark-legal-challenge-over-how-a-woman-is-defined-in-law/4OOW2QG5FNGDXEQ6QV2U7OR5ZI/,97,8,8,2024,11,26,1791,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court hears landmark legal challenge over how a 'woman' is defined in law,11/26/24,inquirer.com,https://www.inquirer.com/wires/ap/uk-supreme-court-hears-landmark-legal-challenge-over-how-woman-is-defined-law-20241126.html,97,8,8,2024,11,26,1791,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court hears landmark legal challenge over how a 'woman' is defined in law,11/26/24,newsday.com,https://www.newsday.com/news/nation/uk-supreme-court-trans-gender-case-j52708,97,8,8,2024,11,26,1791,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court issues landmark ruling on legal definition of woman,4/16/25,foxnews.com,https://www.foxnews.com/world/uk-supreme-court-issues-landmark-ruling-legal-definition-woman,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court rules that equalities law defines a woman as someone born biologically female,4/16/25,ajc.com,https://www.ajc.com/news/nation-world/uk-supreme-court-rules-that-equalities-law-defines-a-woman-as-someone-born-biologically-female/NINLB56K7JAXRH6IEBVODY2EOM/,97,4,4,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court rules that equalities law defines a woman as someone born biologically female,4/16/25,inquirer.com,https://www.inquirer.com/wires/ap/uk-supreme-court-rules-that-equalities-law-defines-woman-someone-born-biologically-female-20250416.html,97,4,4,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court rules transgender women does not fit legal term ‘woman’ in landmark decision,4/16/25,nypost.com,https://nypost.com/2025/04/16/world-news/uk-supreme-court-rules-transgender-women-does-not-fit-legal-term-woman-in-landmark-decision/,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court says legal definition of woman refers to biological sex,4/16/25,usatoday.com,https://www.usatoday.com/story/news/world/2025/04/16/uk-supreme-court-ruling-legal-definition-of-woman/83113513007/,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
"UK Supreme Court says legal definition of ‘woman’ excludes trans women, in landmark ruling",4/16/25,cnn.com,https://www.cnn.com/2025/04/16/uk/uk-supreme-court-ruling-definition-woman-intl/index.html,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court to rule on landmark legal challenge over legal definition of a woman,4/15/25,seattletimes.com,https://www.seattletimes.com/nation-world/uk-supreme-court-to-rule-on-landmark-legal-challenge-over-legal-definition-of-a-woman/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,97,8,2,2025,4,15,1931,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court to rule on landmark legal challenge over legal definition of a woman,4/16/25,ajc.com,https://www.ajc.com/news/nation-world/uk-supreme-court-to-rule-on-landmark-legal-challenge-over-legal-definition-of-a-woman/NINLB56K7JAXRH6IEBVODY2EOM/,97,8,6,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court to rule on landmark legal challenge over legal definition of a woman,4/16/25,bostonglobe.com,https://www.bostonglobe.com/2025/04/16/world/uk-supreme-court-ruling-legal-definition-woman/,97,8,6,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court to rule on landmark legal challenge over legal definition of a woman,4/16/25,inquirer.com,https://www.inquirer.com/wires/ap/uk-supreme-court-rule-landmark-legal-challenge-over-legal-definition-woman-20250416.html,97,8,6,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
UK Supreme Court: Equalities law defines a woman as someone born biologically female,4/16/25,abcnews.go.com,https://abcnews.go.com/International/wireStory/uk-supreme-court-rules-equalities-law-defines-woman-120854059,97,2,2,2025,4,16,1932,UK Woman Definition,UK Woman Definition,"internationalPolicy, identity"
